Run Id,Source,Key,Distance,Duration (ms),Duration,Speed,HR Average,HR Max,HR Min,Start Date,Start Date (utc),Created Date (utc),Updated Date (utc),Is Deleted,Is Manual Edit,Elevation Gained,Elevation Lost,Hill Difficulty,SPI,Description,Tags
17200047,GarminPush,46742|2019-09-03T05:59:08,6.13083,1899179,31:39,11.6213311120226,158,174,86,3/09/19 7:59,3/09/19 5:59,3/09/19 6:36,3/09/19 6:36,False,False,141,140,3,537,,
17172690,GarminPush,46742|2019-08-31T18:40:54,10.15499,3322648,55:22,11.0026593247314,154,169,142,31/08/19 20:41,31/08/19 18:41,31/08/19 19:39,31/08/19 19:39,False,False,194,191,3,529,,
17160286,GarminPush,46742|2019-08-30T04:11:40,7.16189,2388742,39:48,10.793465347032,146,172,103,30/08/19 6:12,30/08/19 4:12,30/08/19 4:55,30/08/19 4:55,False,False,60,56,2,497,,
17160284,GarminPush,46742|2019-08-30T03:56:40,2,730710,12:10,9.85343022539722,144,151,92,30/08/19 5:57,30/08/19 3:57,30/08/19 4:54,30/08/19 4:54,False,False,13,17,2,356,,
17148809,GarminPush,46742|2019-08-28T10:02:01,14.31649,4689012,1:18:09,10.991518895665,157,178,93,28/08/19 12:02,28/08/19 10:02,28/08/19 11:32,28/08/19 11:32,False,False,111,117,2,548,,
17120892,GarminPush,46742|2019-08-25T06:56:51,14.22957,4377659,1:12:57,11.7017912998705,165,176,106,25/08/19 8:57,25/08/19 6:57,25/08/19 8:12,25/08/19 8:12,False,False,115,115,2,591,,
17110541,GarminPush,46742|2019-08-23T09:58:31,11.26541,3808001,1:03:28,10.6500696822296,155,166,75,23/08/19 11:59,23/08/19 9:59,23/08/19 11:04,23/08/19 11:04,False,False,48,48,2,513,,
17088675,GarminPush,46742|2019-08-21T10:05:24,14.01423,4451998,1:14:11,11.3322665463911,161,184,114,21/08/19 12:05,21/08/19 10:05,21/08/19 11:24,21/08/19 11:24,False,False,379,357,4,568,,
17070950,GarminPush,46742|2019-08-19T08:42:10,13.20395,4242726,1:10:42,11.2036978112657,156,173,107,19/08/19 10:42,19/08/19 8:42,19/08/19 10:13,19/08/19 10:13,False,False,86,87,2,556,,
17059135,GarminPush,46742|2019-08-17T15:01:28,14.31714,4660137,1:17:40,11.0601263439251,164,181,76,17/08/19 17:01,17/08/19 15:01,17/08/19 16:25,17/08/19 16:25,False,False,148,148,2,552,,
